"simulation","psi","p","surveyLength","intervalLength","nSurveys","radius","placement","instOcc","dailyOcc","seasonOcc","density","logitInstOcc","logitDailyOcc","logitSeasonOcc","Initial_InstantBias","Initial_DailyBias","Initial_SeasonBias","ExponentialDecay_success","ExponentialDecay_predicted_asymptote","ExponentialDecay_sse","ExponentialDecay_predicted_yIntercept","MichaelisMenten_success","MichaelisMenten_predicted_asymptote","MichaelisMenten_sse","MichaelisMenten_predicted_yIntercept","AsymptoticRegression_success","AsymptoticRegression_predicted_asymptote","AsymptoticRegression_sse","AsymptoticRegression_predicted_yIntercept","LogisticGrowth_success","LogisticGrowth_predicted_asymptote","LogisticGrowth_sse","LogisticGrowth_predicted_yIntercept","Gompertz_success","Gompertz_predicted_asymptote","Gompertz_sse","Gompertz_predicted_yIntercept","UpperHingeThreshold_success","UpperHingeThreshold_predicted_asymptote","UpperHingeThreshold_threshold","UpperHingeThreshold_sse","UpperHingeThreshold_predicted_yIntercept","ExpDec_DailyBias","MichaelisMenten_DailyBias","AsymptoticRegression_DailyBias","LogisticGrowth_DailyBias","Gompertz_DailyBias","UpperHingeThreshold_DailyBias","ExpDec_SeasonBias","MichaelisMenten_SeasonBias","AsymptoticRegression_SeasonBias","LogisticGrowth_SeasonBias","Gompertz_SeasonBias","UpperHingeThreshold_SeasonBias","ExpDec_InstBias","MichaelisMenten_InstBias","AsymptoticRegression_InstBias","LogisticGrowth_InstBias","Gompertz_InstBias","UpperHingeThreshold_InstBias"
1,-0.159109621366096,-0.793640198782887,5,"10Days",3,50,"systematic",0.121616041765543,0.855714285714286,1,0.2,-1.97721492485989,1.78014108127419,Inf,0.338690257634024,-0.395407986314719,-0.539693700600433,TRUE,-1768.25018381801,24.8970442313549,4.93068681205477,FALSE,NA,NA,NA,TRUE,-1316.85812725717,24.8981877530705,4.9309881865648,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,-0.0323700057281021,5,24.8937699945892,4.92974189204543,-0.855714285714286,NA,-0.855714285714286,NA,NA,-0.363806080598448,-1,NA,-1,NA,NA,-0.508091794884162,0.871214193255659,NA,0.871216338229148,NA,NA,0.871207463842095
2,-0.159109621339031,-0.793640198810181,5,"10Days",3,50,"systematic",0.148978800822655,0.843095238095238,1,0.2,-1.7426330196996,1.6814409176094,Inf,0.311327498583636,-0.382788938688947,-0.539693700593709,TRUE,0.132075155130397,0.901710229607977,46196.3006215776,TRUE,-2.61077441070574,8.12806348130496,4030.34038060329,TRUE,0.132085220044246,0.90158830479063,49921.541011913,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,0.13231322305295,2,0.900230484897213,14.7728855199859,-0.310124363623929,-0.774647029665743,-0.31012185833765,NA,NA,-0.310065105907238,-0.467029125528691,-0.931551791570504,-0.467026620242412,NA,NA,-0.466969867812,0.851021199177345,0.851021199177345,0.851021199177345,NA,NA,0.851020815278178
1,-0.216507042993347,-0.646705994206575,10,"10Days",3,50,"systematic",0.121616041765543,0.855714285714286,1,0.2,-1.97721492485989,1.78014108127419,Inf,0.324467645072607,-0.409630598876136,-0.55391631316185,TRUE,-0.861627305111747,27.5125629303308,4.93041237014319,TRUE,-3.57097272853945,27.9296978240088,4.7304629916051,TRUE,-0.861614874034966,27.5125629371459,4.93042488765195,TRUE,4.36149708532831,15.740021254438,4.36149708532831,FALSE,NA,NA,NA,TRUE,0.0391246985435767,5,25.0752096946052,4.88207875586432,-0.558714818570311,-0.828355371367685,-0.558712223069498,0.131687190645327,NA,-0.345934358592028,-0.703000532856025,-0.972641085653399,-0.702997937355212,-0.0125985236403868,NA,-0.490220072877742,0.871212239415233,0.869638726634463,0.871212328542917,0.86578543459407,NA,0.870859762858107
2,1.07076753722012,-1.14341386334411,10,"10Days",3,50,"systematic",0.148978800822655,0.843095238095238,1,0.2,-1.7426330196996,1.6814409176094,Inf,0.595764051955773,-0.0983523853168096,-0.255257147221572,TRUE,0.590822439571418,3.65131740371735,87801.8534745729,FALSE,NA,NA,NA,TRUE,0.590808752735029,3.65167787026508,67380.5032072784,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,0.590862496134836,2,3.65013949515469,14.314336246904,-0.19954140883133,NA,-0.199544548492352,NA,NA,-0.199532220217031,-0.356446170736092,NA,-0.356449310397114,NA,NA,-0.356436982121793,0.851021199177345,NA,0.851021199177345,NA,NA,0.85102059193438
1,0.763204693904045,-0.742038735257684,15,"10Days",3,50,"systematic",0.121616041765543,0.855714285714286,1,0.2,-1.97721492485989,1.78014108127419,Inf,0.560433061023317,-0.173665182925426,-0.31795089721114,TRUE,0.254140188061762,30.7797767256738,5.36578701202188,TRUE,-0.555273715030165,32.7792599434862,5.31878291647171,TRUE,0.25406820113637,30.7797767398622,5.36558343626189,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,0.340246167644668,5,26.9005551958646,4.68133110979692,-0.292519007148999,-0.49107255117531,-0.292536716470806,NA,NA,-0.271463966954415,-0.436804721434713,-0.635358265461024,-0.43682243075652,NA,NA,-0.415749681240129,0.873731920366876,0.873509126392396,0.873730977635345,NA,NA,0.869202370269144
2,0.550296386142408,-0.563556930917438,15,"10Days",3,50,"systematic",0.148978800822655,0.843095238095238,1,0.2,-1.7426330196996,1.6814409176094,Inf,0.485225551304365,-0.208890885968218,-0.36579564787298,TRUE,0.515108504684347,4.03602200462699,84527.3527076669,FALSE,NA,NA,NA,TRUE,0.515088394895429,4.03621435145966,71884.5114151039,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,0.515136866047799,2,4.03485395043847,14.3900618769911,-0.217091976519805,NA,-0.217096684699427,NA,NA,-0.217085336490988,-0.373996738424567,NA,-0.374001446604189,NA,NA,-0.37399009839575,0.851021199177345,NA,0.851021199177345,NA,NA,0.851020636220261
1,0.880226565364585,-0.481211784814404,20,"10Days",3,50,"systematic",0.121616041765543,0.855714285714286,1,0.2,-1.97721492485989,1.78014108127419,Inf,0.585253127037908,-0.148845116910835,-0.293130831196549,TRUE,0.474949693500121,31.9608986202723,5.42462657649217,TRUE,0.0247028022142466,34.8043652589573,5.78143605354806,TRUE,962.845627028579,41.9511196653583,1.56630927534526,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,0.490584550227728,5,27.9026941774697,4.58110552140822,-0.239159674335533,-0.349538899190569,0.144285714285714,NA,NA,-0.235470157947052,-0.383445388621247,-0.493824613476283,0,NA,NA,-0.379755872232766,0.873996580716849,0.87530915875547,0.705640787844329,NA,NA,0.868244259351305
2,0.880226643023819,-0.481211767341175,20,"10Days",3,50,"systematic",0.148978800822655,0.843095238095238,1,0.2,-1.7426330196996,1.6814409176094,Inf,0.557890384072189,-0.136226053200394,-0.293130815105156,TRUE,0.584601800309207,4.37288527155943,92666.3682367441,FALSE,NA,NA,NA,TRUE,0.584585806267569,4.37327097643412,68196.4455263764,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,0.584619873816825,2,4.37177388104544,14.3205788692221,-0.200969646372983,NA,-0.200973321817163,NA,NA,-0.200965493085887,-0.357874408277745,NA,-0.357878083721925,NA,NA,-0.357870254990649,0.851021199177345,NA,0.851021199177345,NA,NA,0.851020595713358
1,1.26585584982041,-0.257902886230713,30,"10Days",3,50,"systematic",0.121616041765543,0.855714285714286,1,0.2,-1.97721492485989,1.78014108127419,Inf,0.658416470674999,-0.0756817732737438,-0.219967487559458,TRUE,1.21171688435079,217.153399722463,5.16306224789118,FALSE,NA,NA,NA,TRUE,1259.72125196313,217.478778739158,0.597516598241366,TRUE,1880.7942085798,214.110445375733,0.487574690065621,TRUE,67432.696942248,214.316970993229,0.465754853778076,TRUE,1.19470025906311,4,213.104244218187,4.72592494097994,-0.0851116947498159,NA,0.144285714285714,0.144285714285714,0.144285714285714,-0.088133638065819,-0.22939740903553,NA,0,0,0,-0.232419352351533,0.872692393499551,NA,0.523471895975236,0.497918883338775,0.492762454559843,0.869599299568017
2,0.977607738733391,-0.110254858933383,30,"10Days",3,50,"systematic",0.148978800822655,0.843095238095238,1,0.2,-1.7426330196996,1.6814409176094,Inf,0.577654480786385,-0.116461956486198,-0.27336671839096,TRUE,0.728107186006891,5.94345669511556,99578.1208374656,FALSE,NA,NA,NA,TRUE,0.728094744481496,5.94394354819584,68613.7810791958,TRUE,2573.59993124282,48.2038278800423,1.60299309176618,TRUE,25706.1341519092,48.3313391936281,1.51135033028604,TRUE,0.728116927829276,2,5.9423287208522,14.1770818152096,-0.168705467869681,NA,-0.168708199887875,0.156904761904762,0.156904761904762,-0.168703328683995,-0.325610229774443,NA,-0.325612961792637,0,0,-0.325608090588757,0.851021199177345,NA,0.851021199177345,0.683457494551019,0.670282438688991,0.851020502596872
1,1.65862293976155,0.0321367280030627,5,"10Days",3,100,"systematic",0.445730105995887,0.971904761904762,1,0.2,-0.217938116069674,3.54365771890413,Inf,0.394322956488038,-0.131851699420837,-0.159946937516075,TRUE,1.65353253705339,0.562430961633192,-16636.9738855343,TRUE,1.87781960409296,0.611450767647802,-268.197971202011,TRUE,1.65353410756688,0.56244087429617,-8419.78983223501,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,1.65353162692715,2,0.562420426854789,0.454809959945665,-0.132536850377724,-0.104544281014276,-0.132536638626412,NA,NA,-0.132536973089555,-0.160632088472962,-0.132639519109514,-0.16063187672165,NA,NA,-0.160632211184793,-0.445730105995887,-0.445730105995887,-0.445730105995887,NA,NA,0.1660521285526
2,1.42815106280082,0.0998294822407809,5,"10Days",3,100,"systematic",0.484875810789432,0.961666666666667,1,0.2,-0.0605152177708715,3.22234805057896,Inf,0.321737255664188,-0.155053600213047,-0.19338693354638,TRUE,1.47193654883753,0.279722652135081,26282.2735658357,FALSE,NA,NA,NA,TRUE,80.9796389567003,0.392340091431212,1.58348956846069,TRUE,26.3028460093465,0.39229310680128,1.58492591562125,TRUE,7.31911000351746,0.392322478304068,1.58392708220986,TRUE,1.47193493057627,2,0.279718253768135,2.22713657159339,-0.148315113183905,NA,0.038333333333333,0.0383333333295589,0.0376710204867851,-0.148315358853574,-0.186648446517238,NA,0,-3.77409214991076e-12,-0.000662312846547941,-0.186648692186907,0.515124189210568,NA,0.344822347590565,0.345025206085878,0.344884158983095,0.417784243351716
1,2.34649697172724,0.462446550517818,10,"10Days",3,100,"systematic",0.445730105995887,0.971904761904762,1,0.2,-0.217938116069674,3.54365771890413,Inf,0.466925279161574,-0.0592493767473014,-0.0873446148425393,TRUE,205.277419358403,0.96629158510592,1.12360174880769,TRUE,2528342.53689871,0.965993560853262,1.12418540648907,TRUE,155.17821805224,0.966389115910332,1.1234118036834,TRUE,184.303937357914,0.937793337451239,1.19372204232836,TRUE,160.819139027292,0.943279266228659,1.17971222492887,TRUE,2.30654747937603,10,0.965993513368611,1.12418550156474,0.028095238095238,0.028095238095238,0.028095238095238,0.028095238095238,0.028095238095238,-0.0624869132539491,0,0,0,0,0,-0.090582151349187,0.308926086542754,0.309034134830464,0.308890916459425,0.321675981525581,0.319165951099152,0.309034152428513
2,1.94474128378899,0.526834889633057,10,"10Days",3,100,"systematic",0.484875810789432,0.961666666666667,1,0.2,-0.0605152177708715,3.22234805057896,Inf,0.389996288524625,-0.08679456735261,-0.125127900685943,TRUE,40.5487551753302,0.609264829072755,1.40982700107972,TRUE,497278.556351461,0.609210373550468,1.41100261929662,TRUE,39.1799101351207,0.609266973531373,1.40978416918114,TRUE,3.35493069949257,0.607776128236404,1.40832918575793,TRUE,5.5350280409097,0.608473013923164,1.41442699216247,TRUE,1.99621086378814,8,0.578272627835568,1.36010404381914,0.038333333333333,0.038333333333333,0.038333333333333,0.00459926069962668,0.0344027458344723,-0.0812679980702763,0,0,0,-0.0337340726337063,-0.00393058749886066,-0.119601331403609,0.318862844939638,0.319048224066356,0.318856088426885,0.318626467819178,0.319587446858513,0.310900796252812
1,2.11926944928481,0.874466209825038,15,"10Days",3,100,"systematic",0.445730105995887,0.971904761904762,1,0.2,-0.217938116069674,3.54365771890413,Inf,0.44703190211541,-0.0791427537934654,-0.107237991888703,TRUE,2.7040279740807,1.31831885746562,1.03385149657888,TRUE,3.50266593485789,1.32559046838436,1.01654966318342,TRUE,2.70396229956093,1.31831885731856,1.03382713962964,TRUE,2.51755930362053,1.30358889230133,1.10048214426875,TRUE,2.58800385295944,1.31122652622761,1.07331458608303,TRUE,2.30591092923885,10,1.20962075514975,1.12455403059153,-0.0346408544087272,-0.00114123385669318,-0.0346447161994612,-0.0465411007036525,-0.0418192357329056,-0.0625393640283315,-0.0627360925039652,-0.0292364719519311,-0.0627399542946991,-0.0746363387988904,-0.0699144738281435,-0.0906346021235694,0.291931801141867,0.288569865029606,0.29192708763527,0.304620328011881,0.299496641247587,0.309102358967796
2,1.91436186542879,0.705190751644718,15,"10Days",3,100,"systematic",0.484875810789432,0.961666666666667,1,0.2,-0.0605152177708715,3.22234805057896,Inf,0.386632577397608,-0.0901582784796272,-0.12849161181296,TRUE,2.39077441081596,0.91186894130279,1.31305473397207,TRUE,3.05599593074979,0.924715294516861,1.33558281738673,TRUE,2.39077351961882,0.911868941287605,1.31305437821763,TRUE,2.27991465511342,0.891410604854552,1.30990213011559,TRUE,2.32316607440217,0.901516554159976,1.31072854968632,TRUE,2.17780162522001,11,0.803181300643583,1.38719852830747,-0.0455455711531294,-0.00662598343629073,-0.0455456396356249,-0.0544668045726826,-0.0508891102704945,-0.0634283639185065,-0.0838789044864624,-0.0449593167696237,-0.0838789729689579,-0.0928001379060156,-0.0892224436038275,-0.101761697251839,0.303148063668588,0.306886788055642,0.303148004242561,0.302620967454091,0.302759232276454,0.315268816720493
1,2.15838792014528,1.02650320194918,20,"10Days",3,100,"systematic",0.445730105995887,0.971904761904762,1,0.2,-0.217938116069674,3.54365771890413,Inf,0.450719892977947,-0.0754547629309285,-0.103550001026166,TRUE,2.31653508887862,1.78296818942127,0.905706921851649,TRUE,2.61253930133366,1.83422271069034,0.7556104327288,TRUE,2.31651883674371,1.78296818937318,0.905670334497803,TRUE,2.29432119247434,1.75003843048435,1.03265386748452,TRUE,2.30345545046582,1.76628938551386,0.983426874369542,TRUE,2.26030541080211,10,1.59131528636782,1.15095722547596,-0.0616675210866476,-0.0402405211979421,-0.061668848982786,-0.0634991326152521,-0.0627419480508978,-0.0663690025505785,-0.0897627591818856,-0.06833575929318,-0.089764087078024,-0.09159437071049,-0.0908371861461358,-0.0944642406458165,0.266390757475537,0.234669847490136,0.26638325683639,0.291699973813014,0.282057547673518,0.313955608660776
2,2.63434199348859,0.715649388539134,20,"10Days",3,100,"systematic",0.484875810789432,0.961666666666667,1,0.2,-0.0605152177708715,3.22234805057896,Inf,0.448163523664783,-0.0286273322124516,-0.0669606655457846,TRUE,2.69268731542325,1.16838977654027,1.34264703921531,TRUE,3.48118169263337,1.17359355276536,1.34704180976224,TRUE,2.6926922249304,1.16838977659942,1.34264843256927,TRUE,2.50102901799529,1.15801414779958,1.35159271259386,TRUE,2.57287920961543,1.16266418276778,1.34665611753847,TRUE,2.26910938360926,11,1.1629001356774,1.33502266637075,-0.0250729090180621,0.00848089586847811,-0.0250726174632319,-0.0374527401792661,-0.0325710626747849,-0.055380492964946,-0.0634062423513951,-0.0298524374648549,-0.0634059507965649,-0.0757860735125991,-0.0709043960081179,-0.093713826298279,0.308049098261516,0.308769768694992,0.308049327043173,0.30951408444606,0.308706595848603,0.306794418295155
1,2.83281134644851,1.10795748194013,30,"10Days",3,100,"systematic",0.445730105995887,0.971904761904762,1,0.2,-0.217938116069674,3.54365771890413,Inf,0.498693242212599,-0.0274814136962762,-0.0555766517915142,TRUE,2.64308917955155,2.16825518918579,1.11549222947748,TRUE,3.05412679224119,2.13744824445796,1.00163738201219,TRUE,2.64307340375249,2.1682551890977,1.11547368726343,TRUE,2.56763354914705,2.21076813433127,1.20999822658873,TRUE,2.59894233462051,2.18854531488426,1.17091359717406,TRUE,2.42200743744067,11,2.37343537293245,1.12577192425988,-0.0383209957878495,-0.0169444039959764,-0.0383219739748187,-0.0431555048862357,-0.0411112828206144,-0.0534146022703178,-0.0664162338830875,-0.0450396420912144,-0.0664172120700567,-0.0712507429814736,-0.0692065209158523,-0.0815098403655558,0.307421508307415,0.285650279655467,0.307418061029227,0.324568529265872,0.317580007012444,0.309327672919216
2,2.6764105732589,1.07007611248509,30,"10Days",3,100,"systematic",0.484875810789432,0.961666666666667,1,0.2,-0.0605152177708715,3.22234805057896,Inf,0.450744441474668,-0.0260464144025668,-0.0643797477358998,TRUE,2.66555579652189,1.37475662245351,1.33413218003535,TRUE,3.19651107389403,1.38543276004233,1.31694982398095,TRUE,2.66555796529185,1.37475662244487,1.3341336633478,TRUE,2.57356420533294,1.36720753283023,1.37152092119272,TRUE,2.60968424240408,1.36927243963334,1.35308911307829,TRUE,2.50051589561488,20,1.43793452926563,1.52032547307673,-0.0267033517516163,-0.000963895228323741,-0.0267032198755303,-0.0325259504990224,-0.0301844202650061,-0.0374886884006601,-0.0650366850849493,-0.0392972285616567,-0.0650365532088633,-0.0708592838323554,-0.0685177535983391,-0.0758220217339931,0.306647513594044,0.303797978311601,0.306647758361484,0.312749959341561,0.309758390736375,0.33571059236797
1,-0.398426568085678,-0.975209734289812,5,"10Days",4,50,"systematic",0.121616041765543,0.855714285714286,1,0.2,-1.97721492485989,1.78014108127419,Inf,0.280074390678685,-0.454023853270058,-0.598309567555772,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,0.59471032579313,1.65034908308641,-35937.5606786649,TRUE,0.541681977624621,4.11137619122706,0.00100601091648512,TRUE,0.594464055448407,3.79520544701414,0,TRUE,0.594704941686596,2,1.65016223452996,-3.52149430786168,NA,NA,-0.211269103900531,-0.223510683934815,-0.211325535208255,-0.211270337591915,NA,NA,-0.355554818186245,-0.367796398220529,-0.355611249493969,-0.355556051877629,NA,NA,-0.121616041765543,0.378635460942367,0.378383958234457,-0.092909240563898
2,1.19455820386858,-1.47849735541838,5,"10Days",4,50,"systematic",0.148978800822655,0.843095238095238,1,0.2,-1.7426330196996,1.6814409176094,Inf,0.618576503130997,-0.0755399341415858,-0.232444696046348,TRUE,1.75931761492461,4.29889496424613,-0.744589264342003,TRUE,2.13903126277094,4.38896410202721,-1.56858802533991,TRUE,1.75935549321974,4.29889494241858,-0.743962657280037,FALSE,NA,NA,NA,TRUE,1.77822567807728,4.20913440038381,0.042202390095609,TRUE,1.79992266204726,3,3.52518074665751,-0.253163614263564,0.0100289375925069,0.0515440943102966,0.0100336838050278,NA,0.0123823967015031,0.0150442824455436,-0.146875824312255,-0.105360667594465,-0.146871078099734,NA,-0.144522365203259,-0.141860479459218,0.173022613441809,0.023438972232584,0.173159427359719,NA,0.361570231058889,0.28806617878267
1,0.841405640656458,-0.949102741998852,10,"10Days",4,50,"systematic",0.121616041765543,0.855714285714286,1,0.2,-1.97721492485989,1.78014108127419,Inf,0.577145135792337,-0.156953108156406,-0.30123882244212,TRUE,0.557929248413308,2.26835859110995,-60366.7548645515,FALSE,NA,NA,NA,TRUE,0.557931886571168,2.2684375276853,-35106.9325761424,TRUE,62.1858447737652,5.39898269141525,0.0905337758135624,TRUE,26.1981703329064,5.3968147775486,0.0751301447511815,TRUE,0.557928138151478,2,2.26824447313548,-3.48471750432656,-0.219741012643332,NA,-0.219740401880277,0.144285714285714,0.144285714281523,-0.219741269681497,-0.364026726929046,NA,-0.364026116165991,0,-4.19064782875012e-12,-0.364026983967211,-0.121616041765543,NA,-0.121616041765543,0.401001955518547,0.397157664510342,-0.091865835844385
2,0.694525281101426,-0.777516362956974,10,"10Days",4,50,"systematic",0.148978800822655,0.843095238095238,1,0.2,-1.7426330196996,1.6814409176094,Inf,0.517994040037192,-0.176122397235391,-0.333027159140153,TRUE,-251.165741362734,6.25615007646308,1.45147440068567,TRUE,-494158.129909886,6.2559133809266,1.4513823497477,TRUE,-206.384585152731,6.25620029665596,1.45149400896788,TRUE,1.41184380103772,6.13495210347745,1.359240314162,TRUE,1.47503202399548,6.17408116603662,1.35713328526674,TRUE,0.727894617631976,8,6.21680273323239,1.51085464995604,-0.843095238095238,-0.843095238095238,-0.843095238095238,-0.0390386415072486,-0.0292742137886051,-0.168752147108427,-1,-1,-1,-0.195943403412011,-0.186178975693367,-0.325656909013189,0.661246441152713,0.661232286968761,0.661249456109713,0.646657400298067,0.646314585590973,0.670209030566378
1,1.03835897568441,-0.654865529037954,15,"10Days",4,50,"systematic",0.121616041765543,0.855714285714286,1,0.2,-1.97721492485989,1.78014108127419,Inf,0.616917203483919,-0.117181040464824,-0.261466754750538,TRUE,0.627744555315983,2.67633993647518,-54874.1568961991,FALSE,NA,NA,NA,TRUE,0.627745860620053,2.67641841773436,-33057.0722568651,TRUE,0.905620574367378,5.70031762711408,0.0864763746084642,TRUE,1.01138900013543,5.67790497343125,0.0616027421558929,TRUE,0.627743143333244,2,2.67621745316402,-3.55453250950832,-0.203736414491333,NA,-0.203736118314339,-0.143611124210582,-0.122422394909496,-0.203736734874135,-0.348022128777047,NA,-0.348021832600053,-0.287896838496296,-0.26670810919521,-0.348022449159849,-0.121616041765543,NA,-0.121616041765543,0.399989589361135,0.393779775285271,-0.0938162305656751
2,0.805193519337015,-0.663072128293975,15,"10Days",4,50,"systematic",0.148978800822655,0.843095238095238,1,0.2,-1.7426330196996,1.6814409176094,Inf,0.542105526940785,-0.152010910331798,-0.30891567223656,TRUE,5.8411800216006,96.7955726796129,0.784635361564147,TRUE,12.6420699122051,96.798037964833,0.794986403277667,TRUE,5.85546444903466,96.7955728627199,0.784765938206595,TRUE,1.71844812105295,97.6629274019914,1.71844812105295,TRUE,3.12571686415989,96.7313247938327,0.769542996375577,TRUE,2.17918633292378,12,94.7971688882682,0.481906622903448,0.154007766716693,0.156901528817748,0.154048737130354,0.00483359843171094,0.114845925850981,0.0552695658188428,-0.00289699518806852,-3.23308701399849e-06,-0.00285602477440772,-0.152071163473051,-0.0420588360537815,-0.101635196085919,0.537699478757705,0.539922203161056,0.537727571796792,0.698950035704294,0.534443225562095,0.469219193992312
1,1.26279516604135,-0.620885895546866,20,"10Days",4,50,"systematic",0.121616041765543,0.855714285714286,1,0.2,-1.97721492485989,1.78014108127419,Inf,0.657890862984225,-0.0762073809645175,-0.220493095250232,TRUE,1.06166384600618,6.04101885021136,-0.349062208463278,FALSE,NA,NA,NA,TRUE,1.06161608681732,6.04101883556515,-0.349108170921816,TRUE,1.16099733512214,6.23502181290164,0.121992885845809,TRUE,1.31023653425956,6.20084313586274,0.0839660600843377,TRUE,0.725065975655763,2,3.74008234019563,-3.65185534183084,-0.112705905693003,NA,-0.112715025269201,-0.0942003971168932,-0.0681615517879197,-0.181992683271795,-0.256991619978717,NA,-0.257000739554915,-0.238486111402607,-0.212447266073634,-0.326278397557509,0.29199380977919,NA,0.291982662238496,0.408844412352162,0.39936314890596,-0.0963291083834681
2,1.05785143298016,-0.617842574852318,20,"10Days",4,50,"systematic",0.148978800822655,0.843095238095238,1,0.2,-1.7426330196996,1.6814409176094,Inf,0.593300936478661,-0.100815500793922,-0.257720262698684,TRUE,1.60176460545223,99.0376660006253,0.731853197443727,TRUE,1.63570137905826,99.0513016603861,-1.41624768521281,TRUE,1.60174474634647,99.0376660122229,0.731776128223732,TRUE,1.61894704095021,99.027812506018,0.865531191385125,TRUE,1.61034951777051,99.036942466883,0.822368576214709,TRUE,1.73268567913133,12,97.7215692488587,0.734276557655704,-0.0108303694860995,-0.0061460637431453,-0.0108331418366914,-0.00844537540404078,-0.00963533138004791,0.00666038768272936,-0.167735131390861,-0.163050825647907,-0.167737903741453,-0.165350137308803,-0.16654009328481,-0.150244374222033,0.526233011368208,0.046271701395827,0.526216109796778,0.554836181029842,0.545760090833375,0.526764230435657
1,1.35854377670053,-0.292500048286514,30,"10Days",4,50,"systematic",0.121616041765543,0.855714285714286,1,0.2,-1.97721492485989,1.78014108127419,Inf,0.673906879573505,-0.0601913643752375,-0.204477078660952,TRUE,1.23293007975869,6.46510120474876,-0.244598223656592,TRUE,1.05676443662219,5.73127864206823,-1250.87106694322,TRUE,1.23301767188823,6.46510120060525,-0.244510328718314,TRUE,1.15176440996499,6.66083389354652,0.123077620571697,TRUE,1.20452106506479,6.62500046469177,0.0759277485013248,TRUE,0.858234289512054,2,5.1513020794413,-3.78502365568714,-0.0813832904444647,-0.113642546148374,-0.0813679847441225,-0.0958812396604656,-0.0863862064582439,-0.153422670855527,-0.225669004730179,-0.257928260434088,-0.225653699029837,-0.24016695394618,-0.230671920743958,-0.297708385141241,0.317537462080174,-0.121616041765543,0.31755911051742,0.409114580620904,0.397356781338675,-0.0994119342784484
2,1.01158089799678,-0.0773171130799338,30,"10Days",4,50,"systematic",0.148978800822655,0.843095238095238,1,0.2,-1.7426330196996,1.6814409176094,Inf,0.584350618705758,-0.109765818566825,-0.266670580471587,TRUE,1.43251739647026,100.482981311128,-0.783158884446469,TRUE,1.47674941192696,100.604633279231,-403.874371090288,TRUE,1.43253931394139,100.482981570138,-0.781828121380455,TRUE,1.46332153213932,100.7252032262,1.46267565227707,TRUE,1.43483269262986,100.445163224445,0.0766151449666701,TRUE,1.52218292460327,12,99.8461079689498,0.853256375432432,-0.0358019858150569,-0.0290141416428812,-0.0357985761182514,-0.0310550692331985,-0.0354420494535318,-0.0222355356502352,-0.192706747719819,-0.185918903547643,-0.192703338023013,-0.18795983113796,-0.192346811358294,-0.179140297554997,0.16466067297349,-0.148978800822655,0.164947217032834,0.662962766924706,0.370165621712426,0.552270994254574
1,2.66560377085311,-0.1284046441818,5,"10Days",4,100,"systematic",0.445730105995887,0.971904761904762,1,0.2,-0.217938116069674,3.54365771890413,Inf,0.489236126029357,-0.0369385298795182,-0.0650337679747561,TRUE,2.73636299210433,0.381124902268302,25.8245523947951,TRUE,0.752321256880577,0.846238076082941,1089.86059767358,TRUE,2.73636340049437,0.381124902266852,25.8245638666272,TRUE,7814.78061779863,3.89108131210092,12.6786081452459,TRUE,150597.704205732,4.29430963979639,12.0558169079033,TRUE,2.73932412289069,3,1.57121377637425,11.4890855823455,-0.0327662151883141,-0.292220482983492,-0.0327661918458312,0.028095238095238,0.028095238095238,-0.0325971847603486,-0.0608614532835521,-0.32031572107873,-0.0608614299410691,0,0,-0.0606924228555865,0.554269893998024,0.554269894004113,0.554269893998024,0.554266776915917,0.554264083380849,0.554259652845752
2,2.12409826529656,-0.063216599558299,5,"10Days",4,100,"systematic",0.484875810789432,0.961666666666667,1,0.2,-0.0605152177708715,3.22234805057896,Inf,0.408347622508968,-0.0684432333682665,-0.1067765667016,TRUE,-451.714204682993,0.955753146709805,0.661152149284305,TRUE,2.84634156372486,0.655150346978989,-3.09586952877767,TRUE,2.28001905399182,0.613592391621736,-1.22331293386306,TRUE,2.21316632144511,0.508848630380443,0.140141964096376,TRUE,2.23439419690225,0.564708485079716,0.04031282736635,TRUE,2.16396955264845,3,0.310176412532909,-0.124503745460276,-0.961666666666667,-0.0165374014848901,-0.0544580157851088,-0.0602410307385015,-0.0583707830537411,-0.0646996846113335,-1,-0.0548707348182231,-0.0927913491184418,-0.0985743640718345,-0.0967041163870741,-0.103033017944666,0.174643344506626,-0.441597856061367,-0.257521849491638,0.0501024518781211,0.0252010314125658,-0.0159616019810993
