"simulation","psi","p","surveyLength","intervalLength","nSurveys","radius","placement","instOcc","dailyOcc","seasonOcc","density","logitInstOcc","logitDailyOcc","logitSeasonOcc","Initial_InstantBias","Initial_DailyBias","Initial_SeasonBias","ExponentialDecay_success","ExponentialDecay_predicted_asymptote","ExponentialDecay_sse","ExponentialDecay_predicted_yIntercept","MichaelisMenten_success","MichaelisMenten_predicted_asymptote","MichaelisMenten_sse","MichaelisMenten_predicted_yIntercept","AsymptoticRegression_success","AsymptoticRegression_predicted_asymptote","AsymptoticRegression_sse","AsymptoticRegression_predicted_yIntercept","LogisticGrowth_success","LogisticGrowth_predicted_asymptote","LogisticGrowth_sse","LogisticGrowth_predicted_yIntercept","Gompertz_success","Gompertz_predicted_asymptote","Gompertz_sse","Gompertz_predicted_yIntercept","ExpDec_DailyBias","MichaelisMenten_DailyBias","AsymptoticRegression_DailyBias","LogisticGrowth_DailyBias","Gompertz_DailyBias","ExpDec_SeasonBias","MichaelisMenten_SeasonBias","AsymptoticRegression_SeasonBias","LogisticGrowth_SeasonBias","Gompertz_SeasonBias","ExpDec_InstBias","MichaelisMenten_InstBias","AsymptoticRegression_InstBias","LogisticGrowth_InstBias","Gompertz_InstBias"
1,-1.09861221589077,-1.38629433362355,5,"10Days",2,50,"systematic",0.0619933554817276,0.614523809523809,0.97,0.1,-2.71672982303686,0.466368246040977,3.47609868983527,0.188006658164024,-0.364523795878058,-0.719999986354249,TRUE,-753.986108539443,45.3711529662396,4.48161400756464,TRUE,-2337569.28272515,45.368989340501,4.48016356259715,TRUE,-494.238352441251,45.3722988297004,4.4823724263037,TRUE,4.49183579557278,45.7743731931998,3.94501256531631,TRUE,3.18295092521575,37.1139317559491,3.18295092521575,-0.614523809523809,-0.614523809523809,-0.614523809523809,0.374400178619321,0.345663815887212,-0.97,-0.97,-0.97,0.01892398814313,-0.00981237458897943,0.92681810862606,0.92680205045969,0.926826496170092,0.919023022855579,0.898194269929293
2,-0.312531279736917,-1.70473945744029,5,"10Days",2,50,"systematic",0.0837802562885619,0.601904761904762,0.99,0.1,-2.39205885620508,0.413407961622102,4.59511985013459,0.338716746461347,-0.179407759154853,-0.567502997250091,TRUE,-2258.07677223114,21.0373128393578,7.73169351843353,FALSE,NA,NA,NA,TRUE,-1772.85521981691,21.0390769798491,7.73166734744816,TRUE,5.83606833515475,2.5567001645507,5.83606833515459,TRUE,5.80909226570564,2.19507055093709,5.80909226570564,-0.601904761904762,NA,-0.601904761904762,0.395183439693129,0.395104059907308,-0.99,NA,-0.99,0.00708820159789092,0.00700882181206963,0.91578123554501,NA,0.915781224073702,0.913307945309328,0.913228565523508
1,0.956977757581838,-2.01493362284165,10,"10Days",2,50,"systematic",0.0619933554817276,0.614523809523809,0.97,0.1,-2.71672982303686,0.466368246040977,3.47609868983527,0.66052293850742,0.107992484465338,-0.247483706010853,TRUE,-0.742067522579597,52.4134656103546,5.54271451882985,TRUE,-2.7850014240963,52.7946264555115,5.7296633131923,TRUE,-0.741932261437373,52.4134655352007,5.54290201893142,TRUE,3.12613090086617,44.1737203043353,3.12613089760471,TRUE,3.1829478955312,41.7187405642053,3.1829478955312,-0.291971610478166,-0.556383737002882,-0.291942053548488,0.343434032753388,0.34566370007024,-0.647447800954357,-0.911859927479073,-0.647418244024679,-0.0120421577228033,-0.00981249040595078,0.934106036182109,0.93476899030597,0.934106764626041,0.895964486664115,0.898194154112322
2,6.87575369033879,-2.25211903912957,10,"10Days",2,50,"systematic",0.0837802562885619,0.601904761904762,0.99,0.1,-2.39205885620508,0.413407961622102,4.59511985013459,0.915188289561987,0.397063783945787,0.00896854585054874,TRUE,2.68927122618286,93.3249515854883,8.89819229713694,TRUE,2.07593407332419,95.7207841834718,12.2441959543206,TRUE,3102.34742074332,103.729584539912,4.51668862337167,TRUE,4403.14728380455,101.467524735348,5.63892583020075,TRUE,41155.0883643013,101.81950930978,5.44079122879927,0.334485825421885,0.286637237549482,0.398095238095238,0.398095238095238,0.398095238095238,-0.0536094126733526,-0.101458000545756,0.01,0.01,0.01,0.916083126678088,0.916214930763416,0.905412671407928,0.912675662059392,0.911902412774422
1,0.66613635462731,-1.55707319543515,15,"10Days",2,50,"systematic",0.0619933554817276,0.614523809523809,0.97,0.1,-2.71672982303686,0.466368246040977,3.47609868983527,0.598644129789359,0.0461136757472776,-0.309362514728913,TRUE,1.43367374452727,121.112599724774,6.87858677929422,FALSE,NA,NA,NA,TRUE,1.43361616987977,121.112599681252,6.87692839127168,TRUE,5092.56840061694,122.134858804828,0.446628939307544,FALSE,NA,NA,NA,0.192949272894199,NA,0.19294032216357,0.385476190476191,NA,-0.162526917581992,NA,-0.162535868312621,0.03,NA,0.936978105433313,NA,0.936976400060025,0.54784408029484,NA
2,0.944436346511449,-1.60942822814049,15,"10Days",2,50,"systematic",0.0837802562885619,0.601904761904762,0.99,0.1,-2.39205885620508,0.413407961622102,4.59511985013459,0.636214650797526,0.118090145181326,-0.270005092913912,TRUE,0.797340850996408,107.767890077654,7.84251123192148,TRUE,-1.24746133818866,107.875654358345,8.06280510100131,TRUE,0.797367626480393,107.767890078511,7.84256371703108,TRUE,3452.27594242478,108.34455211286,7.03112794453488,TRUE,55961.811434602,108.665313100842,6.7866712139112,0.0875006143068505,-0.378764859222725,0.0875063475944406,0.398095238095238,0.398095238095238,-0.300594623788387,-0.766860097317963,-0.300588890500797,0.01,0.01,0.915827216163168,0.915904801091049,0.915827236756392,0.915336590171697,0.915092296489146
1,-0.185615341540137,-0.559521629177082,20,"10Days",2,50,"systematic",0.0619933554817276,0.614523809523809,0.97,0.1,-2.71672982303686,0.466368246040977,3.47609868983527,0.391735581202771,-0.160794872839311,-0.516271063315502,TRUE,1.08881195133078,126.22464570368,6.7687426466389,TRUE,0.877087558841026,128.189860500051,659.241887004665,TRUE,1.08877470743148,126.224645269343,6.76755258515815,TRUE,1073.86515845804,133.555266005285,2.05320103599719,TRUE,2387.26882737716,133.605243928661,2.00916412197967,0.13363412876252,0.0916945188737973,0.133627111290139,0.385476190476191,0.385476190476191,-0.221842061713671,-0.263781671602394,-0.221849079186052,0.03,0.03,0.936858824905888,0.938006644518272,0.936857459687554,0.824277310735035,0.819762543838733
2,-0.0785791412367864,-0.741582366442519,20,"10Days",2,50,"systematic",0.0837802562885619,0.601904761904762,0.99,0.1,-2.39205885620508,0.413407961622102,4.59511985013459,0.396585060522149,-0.121539445094051,-0.509634683189289,TRUE,0.434704056259553,110.348212853235,7.40445119999311,TRUE,-1.25631856439341,109.96185350277,7.977135330165,TRUE,0.434392377624773,110.348212817075,7.40379207787515,TRUE,4078.97049761828,110.680471604651,6.88026478303503,TRUE,64111.7121118144,111.07864711663,6.61339318356006,0.00509163049916272,-0.380296480107114,0.00501727652954687,0.398095238095238,0.398095238095238,-0.383003607596075,-0.768391718202352,-0.383077961565691,0.01,0.01,0.915611575805419,0.915876640240761,0.915611175060394,0.915192927301005,0.914879273139217
1,-0.384678982586867,-0.223227627457006,30,"10Days",2,50,"systematic",0.0619933554817276,0.614523809523809,0.97,0.1,-2.71672982303686,0.466368246040977,3.47609868983527,0.343005525395256,-0.209524928646826,-0.565001119123017,TRUE,-188.668621458628,136.212538368892,2.04221337331316,TRUE,0.412730786869433,133.617228023729,9.71108410663874,TRUE,0.745307762714185,133.131607188815,6.55016304849443,FALSE,NA,NA,NA,TRUE,0.85324518594396,175.902671147668,3.3194940174619e-291,-0.614523809523809,-0.0127813203232884,0.0636316161988156,NA,0.0867236413668671,-0.97,-0.368257510799479,-0.291844574277375,NA,-0.268752549109324,0.823165100310866,0.937946040218422,0.936578803723629,NA,0.438006644518272
2,-6.32571988268163e-06,-0.405459751145207,30,"10Days",2,50,"systematic",0.0837802562885619,0.601904761904762,0.99,0.1,-2.39205885620508,0.413407961622102,4.59511985013459,0.416218162281467,-0.101906343334733,-0.490001581429971,TRUE,0.26934120781225,111.526747343837,7.23615294222201,TRUE,-0.898004320047965,111.375375086893,8.32506719827416,TRUE,0.269347519979354,111.526747347523,7.23617578936923,TRUE,4587.27238498115,112.039178721958,6.81351679917282,TRUE,97193.8386436359,112.543951546308,6.54914882944183,-0.0349735966040385,-0.31244397909732,-0.0349720468400428,0.398095238095238,0.398095238095238,-0.423068834699276,-0.700539217192558,-0.423067284935281,0.01,0.01,0.915500185233908,0.915977437800071,0.915500201661749,0.915122128033953,0.914790456109705
