"simulation","psi","p","surveyLength","intervalLength","nSurveys","radius","placement","instOcc","dailyOcc","seasonOcc","density","logitInstOcc","logitDailyOcc","logitSeasonOcc","Initial_InstantBias","Initial_DailyBias","Initial_SeasonBias","ExponentialDecay_success","ExponentialDecay_predicted_asymptote","ExponentialDecay_sse","ExponentialDecay_predicted_yIntercept","MichaelisMenten_success","MichaelisMenten_predicted_asymptote","MichaelisMenten_sse","MichaelisMenten_predicted_yIntercept","AsymptoticRegression_success","AsymptoticRegression_predicted_asymptote","AsymptoticRegression_sse","AsymptoticRegression_predicted_yIntercept","LogisticGrowth_success","LogisticGrowth_predicted_asymptote","LogisticGrowth_sse","LogisticGrowth_predicted_yIntercept","Gompertz_success","Gompertz_predicted_asymptote","Gompertz_sse","Gompertz_predicted_yIntercept","ExpDec_DailyBias","MichaelisMenten_DailyBias","AsymptoticRegression_DailyBias","LogisticGrowth_DailyBias","Gompertz_DailyBias","ExpDec_SeasonBias","MichaelisMenten_SeasonBias","AsymptoticRegression_SeasonBias","LogisticGrowth_SeasonBias","Gompertz_SeasonBias","ExpDec_InstBias","MichaelisMenten_InstBias","AsymptoticRegression_InstBias","LogisticGrowth_InstBias","Gompertz_InstBias"
1,-3.05505082208624,0.693143106663397,5,"10Days",2,50,"systematic",0.0304611612086695,0.384285714285714,0.91,0.05,-3.4603680653688,-0.47139671050191,2.31363492918063,0.0145387540715302,-0.339285799005514,-0.8650000847198,TRUE,-2024.69179512615,10.019141051789,6.59823337737976,FALSE,NA,NA,NA,TRUE,-1312.36352507279,10.0265975564431,6.60012224519782,TRUE,3.48295902501176,13.2279090805821,3.48295902501176,TRUE,3.68668485101378,13.6875654585445,3.68663914770427,-0.384285714285714,NA,-0.384285714285714,0.585913279061768,0.591271765897938,-0.91,NA,-0.91,0.0601989933474821,0.0655574801836522,0.968177919996719,NA,0.96818048467772,0.939737832138813,0.945095229152086
2,-2.7080771628004,-0.404973656245443,5,"10Days",2,50,"systematic",0.029561778199652,0.35952380952381,0.89,0.05,-3.49126549465506,-0.577431542786913,2.09074109693377,0.0329366420319793,-0.297025389292179,-0.827501579768369,TRUE,85.4197912416053,11.8996131230056,3.12433177906365,TRUE,206.226661725006,11.8999730304448,3.13543944062886,TRUE,-249.350843406774,11.9034567475805,3.21179264793563,TRUE,2.02280617163846,22.89665145531,2.02275040116858,TRUE,2.10808533452114,21.745613531423,2.10806103092029,0.64047619047619,0.64047619047619,-0.35952380952381,0.52364705211658,0.532162740804296,0.11,0.11,-0.89,-0.00682913835961008,0.00168655032810594,0.928323545409995,0.928769367870599,0.931713873460798,0.853603328915622,0.862122424824328
1,-2.39789823483596,0.405464532170595,10,"10Days",2,50,"systematic",0.0304611612086695,0.384285714285714,0.91,0.05,-3.4603680653688,-0.47139671050191,2.31363492918063,0.0528719458581828,-0.300952607218862,-0.826666892933148,TRUE,2223.1073223128,28.6905140721882,3.43691121653228,TRUE,-6.92927858237646,19.3080928619886,7.78366149816384,TRUE,-3.48265139239565,17.6557017100503,7.60602731664443,TRUE,3.58331624699424,43.4444836529101,3.58331624558367,FALSE,NA,NA,NA,0.615714285714286,-0.38330796454589,-0.354475811793382,0.588681928086671,NA,0.09,-0.909022250260176,-0.880190097507668,0.0629676423723851,NA,0.938377237462378,0.969122527755953,0.969041641992671,0.942506481126615,NA
2,5.81957584538034,-3.17495457369048,10,"10Days",2,50,"systematic",0.029561778199652,0.35952380952381,0.89,0.05,-3.49126549465506,-0.577431542786913,2.09074109693377,0.967478145728837,0.637516114404679,0.107039923928489,TRUE,1468.85293539058,97.346276204777,-0.892580419498017,TRUE,8727620.79495734,97.339849107998,-0.892186524665861,TRUE,1245.04500069341,97.3474415744769,-0.892646848271495,TRUE,3.62534830799673,72.8325666890169,1.2609405721973e-10,TRUE,3.62312068873449,70.1760635981847,0,0.64047619047619,0.64047619047619,0.64047619047619,0.614527638295077,0.614471275220964,0.11,0.11,0.11,0.0840514478188867,0.0839950847447738,0.261015828408649,0.261097033477592,0.261002134821585,0.470438221831872,0.470438221800348
1,-1.80838570091331,-0.154150724935563,15,"10Days",2,50,"systematic",0.0304611612086695,0.384285714285714,0.91,0.05,-3.4603680653688,-0.47139671050191,2.31363492918063,0.110372180374466,-0.243452372702578,-0.769166658416864,FALSE,NA,NA,NA,TRUE,-3.82549465460956,26.5239705180574,10.7896064284519,TRUE,-2.41901833673053,21.5769783897099,8.43170926184716,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,-0.362943492289349,-0.30255181183287,NA,NA,NA,-0.888657778003635,-0.828266097547156,NA,NA,NA,0.969518226583424,0.969321037427782,NA,NA
2,-1.96900775795903,-0.916210588171022,15,"10Days",2,50,"systematic",0.029561778199652,0.35952380952381,0.89,0.05,-3.49126549465506,-0.577431542786913,2.09074109693377,0.0929337251279055,-0.237028306196253,-0.767504496672442,TRUE,1.8061029032611,173.776046762878,-0.279226939775456,TRUE,2.21922082513246,174.77371305781,-0.019547263193659,TRUE,1.80616565997238,173.77604776119,-0.279976557854319,TRUE,2.25819607008589,156.162365838268,7.49501926130387e-06,TRUE,2.34324902749029,151.540101666988,0,0.499366405411595,0.542438508207838,0.499374011216486,0.545831360836733,0.552872316775336,-0.0311097850645948,0.0119623177316477,-0.031102179259704,0.0153551703605427,0.0223961262991463,0.401081534055118,0.465551561598514,0.400897745024816,0.470440095555163,0.470438221800348
1,6.47675593573886,-2.84226794042711,20,"10Days",2,50,"systematic",0.0304611612086695,0.384285714285714,0.91,0.05,-3.4603680653688,-0.47139671050191,2.31363492918063,0.968002408502526,0.614177855425482,0.0884635697111956,FALSE,NA,NA,NA,TRUE,-1.97965870396043,102.332477568822,49.3022780415326,TRUE,3045.36534155893,135.645608340252,-0.268262746428202,FALSE,NA,NA,NA,TRUE,3.48295880308615,114.219235462716,3.48295880308615,NA,-0.262930489336676,0.615714285714286,NA,0.585913272645253,NA,-0.788644775050962,0.09,NA,0.060198986930967,NA,0.969538838791331,0.402872476654457,NA,0.939737825722298
2,5.81957215717518,-3.17495456237325,20,"10Days",2,50,"systematic",0.029561778199652,0.35952380952381,0.89,0.05,-3.49126549465506,-0.577431542786913,2.09074109693377,0.967478134843766,0.637516103519608,0.107039913043418,TRUE,1.08533257678859,222.116821579291,-8947.42015388864,TRUE,0.839072337706783,195.345179279631,0.750311586165878,TRUE,1.51517000958433,221.066839350781,1.3744249359854,TRUE,1.79350155440808,205.527036338871,1.79350155366449,TRUE,1.83312167792155,203.971427826612,1.83312167432595,0.387977987357596,0.33874599411472,0.460302328970304,0.497832231480485,0.502609378171516,-0.142498203118594,-0.19173019636147,-0.070173861505886,-0.0326439589957045,-0.0278668123046742,-0.029561778199652,0.649684810250631,0.76853234967227,0.827794262713705,0.832571409068303
1,-1.12546098868229,-0.916291116778643,30,"10Days",2,50,"systematic",0.0304611612086695,0.384285714285714,0.91,0.05,-3.4603680653688,-0.47139671050191,2.31363492918063,0.214538570581751,-0.139285982495294,-0.66500026820958,FALSE,NA,NA,NA,TRUE,-1.7727517719315,103.58564137733,382.005410321698,TRUE,-1.45995309797109,92.95026145615,9.08621274236791,TRUE,-1.37124804690982,125.031442096706,-0.16062378201788,TRUE,3.48308858307901,133.203763391665,3.48308858307901,NA,-0.239085261367099,-0.195811215424052,-0.181867433772589,0.585917024733888,NA,-0.764799547081385,-0.721525501138338,-0.707581719486875,0.0602027390196024,NA,0.969538838791331,0.969425635571854,0.429469006402508,0.939741577810933
2,-1.12546098869964,-0.916291116690522,30,"10Days",2,50,"systematic",0.029561778199652,0.35952380952381,0.89,0.05,-3.49126549465506,-0.577431542786913,2.09074109693377,0.215437953587559,-0.114524077736599,-0.645000268212789,TRUE,0.319149522418757,253.810302078476,3.29817967679634,TRUE,-2336302.83423328,232.658256745365,1.90808475641642,TRUE,0.319185759332477,253.810302756517,3.29651358772733,FALSE,NA,NA,NA,FALSE,NA,NA,NA,0.219593160749697,-0.35952380952381,0.219601993128024,NA,NA,-0.310883029726493,-0.89,-0.310874197348166,NA,NA,0.934804531917335,0.841242049072956,0.934747234232578,NA,NA
