"","psi","p","surveyLength","intervalLength","nSurveys","radius","placement","instOcc","dailyOcc","seasonOcc","density","iteration"
"1",1.36005672396645,-1.65658298673768,1,"none",4,100,"systematic",0.445730105995887,0.971904761904762,1,0.2,1
"2",0.745463116542161,-0.60233658799632,2,"none",4,100,"systematic",0.445730105995887,0.971904761904762,1,0.2,1
"3",1.16646408566227,-0.487993658262611,3,"none",4,100,"systematic",0.445730105995887,0.971904761904762,1,0.2,1
"4",1.23746734300132,0.154805631527646,4,"none",4,100,"systematic",0.445730105995887,0.971904761904762,1,0.2,1
"5",1.60041157280746,0.103265213898324,5,"none",4,100,"systematic",0.445730105995887,0.971904761904762,1,0.2,1
"6",1.65766869815974,0.263622700026006,6,"none",4,100,"systematic",0.445730105995887,0.971904761904762,1,0.2,1
"7",1.39175654390199,0.657313659660871,7,"none",4,100,"systematic",0.445730105995887,0.971904761904762,1,0.2,1
"8",1.53503953467969,0.606866474142049,8,"none",4,100,"systematic",0.445730105995887,0.971904761904762,1,0.2,1
"9",1.74461654336096,0.666752439051217,9,"none",4,100,"systematic",0.445730105995887,0.971904761904762,1,0.2,1
"10",1.80029303805919,0.788447584708276,10,"none",4,100,"systematic",0.445730105995887,0.971904761904762,1,0.2,1
"11",1.77157279412,0.986347355341223,11,"none",4,100,"systematic",0.445730105995887,0.971904761904762,1,0.2,1
"12",1.95651389411379,0.897768933294254,12,"none",4,100,"systematic",0.445730105995887,0.971904761904762,1,0.2,1
"13",1.95413675787378,0.912710189172681,13,"none",4,100,"systematic",0.445730105995887,0.971904761904762,1,0.2,1
"14",1.93004310385023,1.11430611301262,14,"none",4,100,"systematic",0.445730105995887,0.971904761904762,1,0.2,1
"15",1.75397829367681,1.19913031487404,15,"none",4,100,"systematic",0.445730105995887,0.971904761904762,1,0.2,1
"16",2.13652073199498,1.02079824980322,16,"none",4,100,"systematic",0.445730105995887,0.971904761904762,1,0.2,1
"17",1.83615600846404,1.19773603308824,17,"none",4,100,"systematic",0.445730105995887,0.971904761904762,1,0.2,1
"18",2.13652073147835,1.02079824654155,18,"none",4,100,"systematic",0.445730105995887,0.971904761904762,1,0.2,1
"19",2.36026834906408,1.08227369135485,19,"none",4,100,"systematic",0.445730105995887,0.971904761904762,1,0.2,1
"20",1.91323044221668,1.38912786716862,20,"none",4,100,"systematic",0.445730105995887,0.971904761904762,1,0.2,1
